book,chapter,verse,verse_text
Galations,1,1,"Paul, an apostle, (not of men, neither by man, but by Jesus Christ, and God the Father, who raised him from the dead;)"
Galations,1,2,"And all the brethren which are with me, unto the churches of Galatia:"
Galations,1,3,"Grace be to you and peace from God the Father, and from our Lord Jesus Christ,"
